user_id,username
ca930e5be5c24cf4a720dadf2f89e1b2,chl155958
88ea8a34d2b644a4808f7a30045043b1,chl144211
851bd051e3f64287be8b0ceb779cd3c1,chl159806
faaef314d1744904ae643a39040e1034,chl165673
f7a637858c604de696ebcc54db066dc6,chl159812
0ba11c2d63e74363ba06e1df3d7af022,chl159930
61670fa8e6cc4c2b98a23937eb871da8,chl163991
0effaf3bebfb49e4ba432d107981b773,chl134186
941c73ee293c4fddb7cfc808c40dd89b,chl130517
5a70f7c151cf46908144b0e0bfa75641,chl159933
1f3e5a10347a4930b86c8a8a33f33f0f,chl163967
695f12ba2a90423cba87c2c271144d7b,chl131001
beca9947cbac485796cf80c249f4aa2c,chl163219
9dab1cc0eee74eb3a39cfc0abf13bc97,chl132619
f74aa06436564a2abfcf037f998d6c4f,chl163339
661d515c614d47cda4dc05039862514b,chl159370
17799d26e94e4d3ebcfdca49c5145e8b,chl163475
70d0f595f49d441aa6dab572e6c63fd1,chl163597
c30b47e1b7ee45bab5ff456d173e0d2a,chl151699
e66ff0cf5a4b4f379295f38cdc157f97,chl132291
0d28990be0584776bc9cc5cdd98a7966,chl132295
15ee9e1b2fc5491a844e1f33dc26fb61,chl133120
059d8594594849beb962cc88a3e2dc9c,chl155548
10a524651c9145389837acd1a80f8b24,chl133128
149c177e1c754059b3dd60035f56e370,chl138368
858d9c7f0748407a884a261648049ca6,chl132116
a8c6c2c824fa4ec0947cc225634ae2da,chl133134
5537ec9fe6b54798bb488c9822fe80bb,chl133037
ed36a550af52442bb5103e9a883a56d6,chl132951
c908956fdc9049ecb2b956693ec31775,chl160941
476e7a6035fc47788de11988312a51f6,chl132288
8471e6baf7b0481c88925171cde55f51,chl137266
16553b3897b643b9810b012fc63082be,chl133123
8f93560dbb4248b6be120b6d131892e5,chl133129
14858b1aa601494c9bab8c8f203f3673,chl163580
98c3288ea3ab469a8f4dbf06fc08d9ff,chl155894
e327169a7e6f4b09a2c7e8164ba6cd8f,chl142513
4df82ed1654a4f25a632bae6006cbab5,chl158975
2b18ff50bfb647fd8e8d8228093769bc,chl151486
24d23e25000c44f8ba4fbfd42fc4707b,chl139395
af2df0eb3cf3486183cd03ee32b516cd,chl157230
1da5263272d54570aadc326d4bf44904,chl155860
209196eebd594b3dbf51970035ef99f8,chl159487
317e35e9610f4bea9b3833cebabdb557,chl159828
0eb8bd19fc5745d493112ebcb783ca1f,chl131151
0c3daabfc50e4266a1ec828429ef79f5,chl130841
5d635e58a27249558eb3a13a86037db3,chl134158
5ee24a0420794a2cade7ccf13255ca0b,chl169265
b6dd011b4934411b8357dfc06552865c,chl164455
a8ebcb432081488189d41e906b1846f1,chl163857
68d5437119d84d79bfc001e2cf4dd764,chl159931
f1781f65f5684754b215cb18f83f66c6,chl159922
1d3907ba59184dd697a1a1d51460fefd,chl159863
41ccb5d959124dd283b825dbfde05607,chl134133
b1d066c6a08f43f08c4c297be4cc304c,chl164049
7a585331226a43edbaf9150b89d3a19b,chl130528
aa43f083c5df4201b7116cf6515a3b79,chl164382
5483db5a18f14aa28a6b8c2492671cb1,chl158946
683c40da06cf4ce394adfc3bb0292a76,chl164075
f9058551c12f4f0db7c53e8a3718ede8,chl159917
fc3c4db6020b46f98964ad5cba1b7875,chl159400
d4b488daa5494950a029e0e733bd81fd,chl159653
cae474091bd940cbbea62622951b693a,chl149970
3bd803217e32451b9b758b0d91c31251,chl135203
172c4dd35b2547a8b6972e8e61d809ed,chl157152
44bd0b29ecf744f7984941627f9aad82,chl153361
77af1aa72b7f40d5856bc12db4624efe,chl133034
34c9e962ed1440d7a0d7f3e36455cfbd,chl164478
814bd86baf0e48b78431d70daa359d91,chl154437
21422980352a4e2d83f7040a7a04f369,chl133276
ea42d04c5b9e45b383a9802a76c433f3,chl151530
8083784af594465293bbd927cd2ddbd4,chl133150
4167a63768e94f8d9ee888199bf3d87d,chl133277
af9a26b5794e42ea9fb8725593701007,chl138410
6e10494c9ee148c4aeb0499ad81089e2,chl164259
fd308ca85a984437a8ee4d695bfb8950,chl163062
e2b2d19ce95f471c9317e706c2182e8d,chl133274
f541339fbbd04051a1d15088fe249ec8,chl164488
f94649f7ddec41168e309affd9fc66ac,chl133278
99b4c22baf1f47fb82f5fb38dbce4b9d,chl138417
e48f1606218e4adbaaa5066cbc87805c,chl132859
ee7427cf317f42d1b7a176347b939cb6,chl137499
aaa6acaad76e4f039f7e05535a86f210,chl164249
b758f172a63045c3ad459a73da5146c3,chl149966
9a30aecb9b1f4d6aaabf591abb6dd72d,chl159458
e224ea767dd44279b3d416eb0266a1d4,chl133146
85589e95696f4f77b5749543a5851ef6,chl163052
bc67de17a759454280de3b53e5e10aa8,chl133144
8ab81b60a94d415f87541e76e08aa9ab,chl162937
d5b6a801081b4c0aa0abdfc6f35e655c,chl164492
52554bcad246409d88ce03df6d0352f6,chl151979
32788578c99746ac9a91f9d83042bb12,chl162941
31fb52edab1f4b82b7d9761a0461146d,chl151802
ebdb7ff39a694561b64f65e89ffb59c8,tch000001
cfeca6796a23431993bcba7be7ee78cc,chl166147
09db5de015314e4bb56cf6a411e0655f,chl138423
f3d334afdc074b4f945595e32acbbaac,chl162849
fdba3ed3c2c445faa2ebfa22cfd01edf,chl162829
19a7660c089d4b8bb8a2d7bcc1f1d838,chl137504
ea7e3c0ef2574127b9fa119f47560aa4,chl163161
acfb430600424b5caf12f995b4940079,chl133422
f5898e130e2f4a8e9409bafb94ed0dfb,chl164323
a7ab7f00b5a94344b36937d723034cce,chl153260
a29efbe144bc4b8fbd5fc65c7f8f4385,chl164636
5d4d310f96e74986ad15ad72a789da0b,chl133286
0fa396d03a784970ae9fb1dbed9952d7,chl133147
482f78a9a60c4258ba5e3cde155f922a,chl158177
54142255612749329a92452e677c9bdb,chl164620
f29bd097450f4e8ebb0936fdffc45b2c,chl162968
430987b376754ed78b1c93e3646ee78e,chl163063
3db65902fcf44bc3926a30dc76141ce8,chl163925
08648114a51c4bafaa08b8c40b603981,chl164641
457b1ac1dfde4a9cabe37efb259ee50f,chl164315
ddfc517f9ce042f7a3b8dafd51430059,chl159230
011c7eef01ff4a98a7dad7e18f2051fc,chl130833
063fca2b67a44e3f9c8c13fd9b7b0040,chl134171
2a7f8988575344ae84b8cfa70c488c32,chl161096
ee6ecce6339d4e83b1154635247c384b,chl149409
d74c6a55feb6483e93322d94cf06f872,chl132577
56a76060832b4ff4bbca3dd83d74f521,chl130532
9cb1f78874e342828143e07dbac2f706,chl159907
8ea4d8ac5e22460ea39ebfb3298eedf7,chl160641
2af2b69cb9694b289983b5fb18687d9c,chl134150
b30b37a489f7415ca33e290e5856ddcd,chl162356
cabf825fde224e73a66750b8252ed147,chl157291
1ab847e43f6649c09d3d60f7bcea5ffd,chl164388
6c912e63bf3044e7a5c517ca4a826304,chl159911
6aa7ff0020584e32b628aa294a01a547,chl163567
3f0ff276121d4b6b87fd3bfcff059d46,chl149490
6a6c575d3cce4d2ab11b1cd57e4b3a36,chl157087
f3dc8b460fb14606845201b61773ca2c,chl155107
45e1c4ff5e5e4118b5c387738b8ac785,chl164454
2daafe5e764245d1bcb1b98a20eee368,chl164400
3e1cc4bcae0b48c19387a0fb8c352247,chl149989
83331db693884dcfb4debef7de89aa12,chl164506
d59b4e7be77f439b98a832edb91fb654,chl130825
8ace3314d47a4b2c8d28f4a3e6df657c,chl144208
8ad96b5674d34759b0e5705a7904fc17,chl137649
3d202d31d0984e9abe6127996ab6cb37,chl131078
e6a4174bb560474e92494a1ea3115785,chl159251
c188716d12974b33ab42ad694b5bbe53,chl134489
a139a56b393947799de2182fdc4f1cdf,chl151653
77a1d345495247c2966d98834c07528e,chl134520
b730d35197e047cbb082caa08c06d410,chl156877
a5f5f658c28040b5a74c067b2dea1c4a,chl159559
3bcc162c6b7a442a87f19efdb520fb22,chl139154
8876a13db41d454c8fcd88f97d40828a,chl139760
3837ac57b3294b5c9911a3a7aa7302b3,chl132290
beb59b9459854db3afaa6b57dc2e1dc1,chl152231
67cf399e12eb4eacb53725a045126da3,chl132725
0e0cc31493024fecba0927f0ae2b60b8,chl146652
7d034fa4670c4df88ee4b5da0f4e142f,chl132613
978d65fdff71458cbd51268bf8c13ae6,chl137511
d5e721a188a3458bb1eb3b49de781b20,chl132611
9170e1b456c742b886159e403294d498,chl134362
102d19d8bd784564afbeccf147136775,chl133279
f09e9ffa31994c949d6e234c72405573,chl145059
365b66737b88447da3dd61caa9f8caa0,chl133272
10f5d589227e4a80ab0dabed72a62a5c,chl139145
07dd900e77894a24b9c86dd05f6725eb,chl154587
b491a039e2c14adb927cd5050f5fc8f2,chl133424
9ea3447e067544e197908fa7166938de,chl163808
2213983371ab46129c9e46adee69cd37,chl163811
c2de364011c54ca7a2bbd4d1f061326b,chl159353
a7e677335c444e7fb4da5e974f9e8de1,chl164658
a220b464f0504c278f7e4faf64e305f7,chl164657
65b9b762dfde423eac0601a06f73b960,chl149958
d28d62c6e6aa41909840db1da80188a3,chl162593
c436b16ac1ac40309fdba9287c3627c1,chl140549
3f6c8f5e33884814b267c88c7b8288fe,chl163032
351043fc11d5402ab2c6a3de01897a9c,chl159456
eda5875cc75448bfa00d00eceb3a1842,chl152276
127564df3f7f49c0bdeb23a86fc9f5b5,chl151924
6bf2fde178eb47e1a414ca3fb50a30da,chl149961
27f8211825d940268b46dda419d37c4e,chl134364
111294bd74e04139ba80a6998c018d53,chl140462
d15efe3e8112492bbc75929895438f92,chl157218
eaeec8f7589c45c18f84e8ff96c80186,chl158653
7b786f7b9c6140a8aa86ae1cad0a280d,chl138994
9795d4abb42e4fe3b73d1779b64ed2d2,chl133045
2bd5893268d84db1b27019ce32c3bab9,chl149965
443602d9b68b4b2c854c3f1f9aea9563,chl133142
443c4fab9f004619a23ac6b1bc7289de,chl156450
e43d452ff9ef403c9d1e1977aad598cd,chl133140
3ec571d091e74860962f5e24509cea50,chl168335
6d7cca00d9524082a4f436cb97c4d151,chl162940
2124ceb59b3a4e7a90f70e91712acda3,chl160675
d3861b849ac24d8389e6bdfd1de3a680,chl164486
6cf5273dbd47419ea3ccca904153975f,chl130631
22001ab6424a4350bd6e8ee00889153b,chl133280
697afd71b10f46cabfb139852d3c20cf,chl160426
497e3ae4e7e04dbfb2432be3466da144,chl153358
1a4efa3ece4944d4a5f0c815efd356ff,chl130531
ca4c06097beb4161b5dda17e539db968,chl158882
4bf27088c86e423fa6138901287d0f8f,chl152882
3bc1db1bf7ed45f6b6c9b232e0e8b87d,chl133141
62bf9ad3d39449149c6a44fbdd39ae34,chl138993
47263572410d4bf98117c0988a533a40,chl133145
9fdec591d6b6400eaa87f518544601b8,chl158576
2986d0aacfb34450a39c32a26edc38c1,chl150168
3c17eb878e3f41d8ad2a61fe31704a76,chl162828 
e4590b92b2164ffa8d6b7b1a85f50ac4,chl159888
0f04037cf1bc41579a1acd448477e0b4,chl157117
030e55f9cb7941dea07ab90e331c047b,chl158502
ef6154005fd94276b6fcc7ae9a61a814,chl131212
c139a4201b544ffa8a86b2e34c82eda9,chl164489
a92a46ce8f4247b09415046fa4480d00,chl149831
06f40d2233344d158403b8d8f285e8ef,CHL171022
ed15d44bc90343e4b45c707e5cf4ee1c,CHL169855
83cfb532fbd84b729a32b2f7652542bb,CHl130546
b1c2040efcc8405d81ea04f3afaeb7dc,CHL158623
1ce64aa4eea24c988c74644de5f6bc7c,CHL170896
0b1baf167dcb448f8b2f581e44dce2c8,CHL133651
d4a4b7b855f544b0bedc22a01806cc57,CHL164868:
f748ee963d934ecb966b9f595f794489,CHL133681
9c3c5dc6075244f29b8e40dee9010cb5,CHL162665
a8825a10a7ee48d69c676fcafe21e6e6,CHL171019
acc714b81d5b4e978b41a70c43c4bced,CHL162484
6aa5182106cf460ca23a87bd270e263b,CHL169719
d799a90946a8492eac4fc81f87a26a36,CHL133764
849616b6f85342959b7177633095ebd7,CHL133532
11b3fdc4454b475ba23bb258c3a355be,CHL169815!
00855a2465774deda66c0417e16c4a38,CHL171016
55be1f1b3bdd433b817ac2535f32b57d,CHI166905
ce0391383227430bbdd508f768262c49,CHL169592
31b8d3ef824146c3a92e0cdb0f874454,CHL169596
a600761f44ee4293bdc9eed7c7fa07e4,CHL171001
b49d19ad2a3a4da791158eb7ff1ef234,CHL171066
49a6bec75942470998e6d7762ac8d0dd,CHL171081
07e37ce1c2194302ab0e51857755e7e3,CHL171064
f8c7185a3c234693a403d09c73bd8b5a,CHL169775
6b0e0391fb6e466db0c41d46123e831f,CHL171050
b4ac544695ca47cdb880c7365e3770f4,CHL171077
3d7f41f6cd0d4419b5570987830f4a4e,CHL169590
e7ffd113e14d445c9b2731308324d2f8,CHL166919
da479053006740ec89206457294b2f66,CHL169827
33d5f3f0a0f2451d8f637b81eedc8562,CHL154063
a6832a7ba86040b29c6049633dd9ad6c,CHL166953
a0d5520c44ec4f50921e4ea41629aa46,CHL162597
881d9f3a9c564ff6b0f7e669bb9ba920,CHL133832
34245e15758d4cfd83d753a24fdf4b55,CHL131101??
b4bf669169ec45eda3eecac2b1221cfb,CHL165233
e05e328559fb4266b47c2763cc386478,CHL130724
1ce34f435e8148fe9bab2243776f855e,CHL153931!
525ecca18ec44af0aacd103be42ca0ca,CHL133835
2030db9c6b7f4acd991cf2d7ff49b2bb,CHL154127
4761648e80a6420d84057032a996b089,CHL162745
df38e9b3791344a6a630f51343a7bd86,"CHL133509"""
6ae507d36d4b404ca812be03b7f67487,CHL162549
11bfbfcd047b4e7991e218e4ff531209,CHL166681
f5613ffac94c4a108512e503615235f8,CHL166903
5086987b2ecd4cc2aa5e13514a7a8d6c,CHL166692
d3153050582146afbadf2e03b8925bac,CHL168689
aae9223380774c81ac582082d11113ea,CHL131106
6a1924e6112f4a72be2f142bb9d8b147,CHL130711
97d5a276676b4f56aa1f9c05e6522e17,CHL166695
086e3a571b04427bb18c3d09163b4b58,CHL168717
d7a9f728eaf34dc7a3a3a1a1e42197f2,CHL154004!
7d5a679594cf4f8e87946354adab6e21,CHL133826
dade268cb03643038689e9fd3871ef60,CHL130716
0a24f5acd396418f9c208c380d462721,CHL130722
36d8e6821d3e44878bb33e2712f00bad,CHL162455
2a0253f18aee48cdb11fff67488bcb43,CHL153971
efd6a1f1f788462595084875ee13a21f,CHL133546
5a60bbb8dab64dddb7dd0d2a1c0c3089,CHL164862!
1987007c2a7c476da8560386e507ce3c,CHL162459
2dc027f25cb343e890f2b2821c5c565a,CHL130726
0dc373d6b1434c48a86d1cfe3d9a3e46,CHL152270
1a9828e5ac21406ca87e662b44b7b5f4,CHL168677
6c263e79566542759511ae371b34b6de,CHL153897
d82a347ede984f6eb56c531763ac9917,CHL162552
aa2dfee686ae478dbc65ac2682f09909,CHL158668
a58c74ec25aa4899b0b1f08246cb9b09,CHL166806
f183571b71c3403a87529b1a532dd0ea,CHL165001
ab13373be4884aabbfb3430969999125,CHL162595
152ff0aad5794cb6accd9b57d84b412c,CHL133735
481c6585f21642c9ad88fe34561b2c87,CHL168721
c684e988351847e8a7b7c004c56b0a2e,CHL165162
0f946f77add24821b3dcaec5b6db239c,CHL158627
a85d3326aee5408ca8d5a63aa45fa9a5,CHL166696
9924f47fe1a446638a7e36970878c374,CHL157868
94ab1076ef7143d9bc7dbe23e1cd359b,CHL156778
f0f75af6657d451faa69d1be8066a85b,CHL168714
5cc33e1d938443e3ac701d8194b5961d,CHL165207
e4c360a17bcd4fe59c4574587fe8a5ca,CHL133685
183a65e5899e441583116c5740b06493,CHL162695
dcd142ae0ad74c8f8cf34a89469ecfae,CHL133511
d06e39acbe2f4e5fa99bf150176a9a42,CHL166730
f8173afc1ac64acb95fa6b3aa6c68b6b,CHL165231
090589114a3a4f7f9f9f9c3389b74814,CHL166809
11cf77234fc94f06b67f2230bd5da4ec,CHL168391
b92bc589ba08420195d267d58b4a879c,CHL164979
85f0cedc906b4f71b4d3cddb9c04aa06,CHL133829
6019aa9af983403ebe7a32c792e7ae6c,CHL153953
7ff7ddfe00a14abf99a87c4fe716bb32,CHL154131
dbab232b5e8348398757f6b39f025125,CHL165003
991ede02286340d59cdb1e799ec1bbf2,CHL162629
2f33e9512be2494b9c877746cca0cc1a,CHL133508
e12d55f4172a42a5bce8d8446bdcbe15,CHL165250
597693c02d4044f8892eeda2a43264da,CHL151863
147a0e982b7a415596cf60de3f5d88f8,CHL162797
19985273fac043029a495e689346ea24,"CHL153828"""
dcf9d594beb3405ba6d24f6dc6b78cd8,CHL153888
e3d4bf9bc4584260bbd6c061b205d210,CHL153972
1c232d4e332c4e78aa718d445f66af57,CHL162485
49426ba5e14e4e48909c50d91a44586f,CHL158667
e43ddfd68bad46a0ba80bf56e9566dd2,CHL141342
885604a3509d42aba3347fed6c6102b6,CHL153942
4b952e09b3c8456190b9a80709647a9b,CHL153887
950be784e0fc4d2d912a1e02ca3d7354,CHL157882
2004e05424724597a432968a1926f301,CHL130977
4c3bd0b970034a22bf44155f232384a9,CHL130979
f06f7ec891f44892b1607cb52808fbea,CHL1626151
24017d2529e141e5b4beca263ad20af9,CHL130553
dc0d65bc876f4f039e46fc8acb1f3a75,CHL162456
56bbc3cabcb84f56a88401ae4102d086,CHL162740
be0a54b2158740c08105cf2ac2a132a8,CHL133732
495c34351b054e0c8ad87befd9fcd079,CHL133648
ee19a40172da4c83aa84495f02fe90f5,CHL133653
59372000fc7f43d8ab4c572d70d000ed,CHL133550
8f78649db0164462b3b688f144c4d32e,CHL156738
a61321d0f85c496c94df478dc40cb1fc,CHL151964
ab608e4c9ca74be38dab94d205067882,CHL162297
c53ffd6d8916469a9c42dc736ca591cc,CHL133769
a7424b978f084f5d889c198b7ca87e4a,CHL154101
859dfa0a4eba4ed7a0f576c986242a59,ChL133504
2a397ac8839149a28dec28bfab33def5,CHL133520
735d7e7c8e354078b64b372336ef6256,CHL165214
19179bfd293548958bd12acae1b02dc9,CHL133656
95d4996273bd44a7a19e649e9db038c8,CHL164867!
e548d01537754c27babb057ac99d090c,CHL147296
03d1f191d9364eb299679e6e0e3dc239,CHL154074
0d99d5b00d864c8eb33e7d0ce6c57edb,CHL133857
a3b4edd15d0341fe89e266a08d788d2b,CHL133734
5625facd17a64b7a803be7aaf0ea43d7,CHL151784
adc9134430484105ad3cf591d70dac80,CHL165246
51bb1f21620b4ba69cbf39d8606c02d7,CHL165230
0eea0de003f54d92b52cf2950478099a,CHL133687
572f21977c1b42a28febc64b0187f0da,CHL149340!
77da5b95fdb84c2e97d1fdb96b1fa482,CHL165197
14c39f026fd74e8f82e5edb484f489b5,CHL153951
29078b40cfee48dbb9c7ead2d05e62e8,CHL153837
d8abbb74c15f4058a86a781f1484e0aa,CHL153814
7eb6a1ec6e644dec892f961f3037af15,CHL133838
54c98fd163d74fadb509e711e3d80b80,CHL165227
dc1c8a88854d43ca9dcdea5e55ca812d,CHL158679
184212af6d9440778220b8ac51cb218c,CHL151970
cb8fe52187204e2f8e86d64326bd03b3,CHL130555
050cab722c83423bb7767d007d5f6b58,CHL133655
28697d296b054ba3a292bbdc0fe79dd8,CHL156732
8fe6e47377b049148595b9148a142ef9,CHL158701
ecac0f2734ba4e29bbf6b21057d144b3,CHL131211
e88ac3c5dd4a42dcb6fd9dd1a46342aa,CHL154046
1f668c25317c46c29caaeefc0615ef64,CHL133698
47e47a1bb2784b568443da14b98fa64b,CHL133858
0b5a801f529d49b0af804b9b3826503e,CHL133652
b4e661ec20b5401fa641b7561c7c87f8,CHL130727
cfc8224dc9c64453a31887bc336f0999,CHL133686
4928f4b45dd74147ba9a4fffa780dc77,CHL169575
b6b9d7146b974958b3f0da0c575a0728,CHL171163!
8b2d414974104949812ef5ee00888558,CHL169704
ad2f0df141c84050b4fc3f02ba2f7f22,CHL170999
a9af8540e2904a0a818776c22f8587aa,CHL169587
beebe30253eb415e8d1e5b106940b886,CHL171002
2ac8a3dd27ce4181bbdb46f02c6aecc7,CHL169710
0db4c65b95314b22989468e8fbda6cec,CHL171162
56eb235cd6c74dd59b39a89a7baccbb9,CHL169588
f7389ad9bebf41968ca693268a485e4d,CHL169589
d5f632086f884576bb15257350eb0878,CHL170861
19fc84e0a677414db8897914c007602b,CHL171105
87f7256c118842d9ae62ea0dae8ac7f0,CHL169598
6e666e21085b44f6832e2a2c270ddd27,CHL171444
f516dbdf49bd4668b3651b04e4fadbb4,CHL171164
e90fa961cb9f419b8ffe9c7d187857c1,CHL169816
1c0123ce297b4e2f9083cc31bc8bad66,CHL171075
846f10ffd4034a9d94ffb51192abb9cb,CHL170860
9499a425d1e844e3bbd08d60544bea17,CHL169574
0ee7dee70b86445a809df16bcf4ebfbd,CHL171020
6888dbf799a849d58b39179a068e3170,CHL171000
7d9ecae94efb4392b2fd6f587b1479e8,CHL171160
dabe33ed015f4d77b9b398df9c2f174f,davisondakaj@gmail.com
1ef2fad2ea78461c9a622d0cac580ccd,david.daka@yahoo.com
d882ab4a17ec4eaba77653133898504e,CHL171074
fda8956ff4174c919cbb5a4a65ae3745,CHL133527
d34c6e8a7a0643b88752397c4793a47f,CHL171014
fa8bd3bc407943688d9dadba49456869,CHL165146
ac8b5d99dea04c828179ec8541f72b1f,CHL169577
83003b9f2998437aa5e4efbf49c9c69d,CHL162548
a0c0d1bbbbaa4d9d8486aed91c4f77c6,CHL171078
a7ecc93c3d314257ac37689c2cee94a4,CHL166925
490dc301283b43d690b92bbef8372f25,CHL169711
9e7d4a107da145bab32044e2ed929c42,CHL162475
f489846429cd427586eb2730a6a938b0,CHL133519
f6ae0e6cbeac444d8c1b8bba4ad46c75,CHL169712
181274f65525445bacc3eff6d846c4f6,CHL171115
dd2837fc5fd3482b804a60e1ffc0f382,CHL166904
26a649a2d7fe4f79bc00228b2ac46270,CHL170865
306786c57ce14355b4bd84b7c9c1faaa,CHL171076
81485b93f9b948a2abbd8e20389c078c,CHL168725
2a09ebfece624745a7d6945d45628597,CHL169713
3dc67c6871f6441e8a1c764e8f6386de,CHL171046
21a8cff672c74d77b9b32086acc09ccc,CHL171145
6d3e85ff37b24ba7b9a2267a8c96bcaa,CHL168720
0a1fa441e38f42d7ac72551abc4566aa,CHL165200
881dc6e551b24826bfd211245c83e370,CHL166690
a8125b726b09413db6b812326602ee6e,CHL165210
07cfba5697f041b889b1fe25231cb1f5,CHL165218!
4fd4bfdc9c8e481b879183b50e2fc182,CHL166726
453dc86b48d24a58ab2a3f295311d27f,CHL131060
47dfbcae09104874aba01a6a984b25f1,CHL154060
b0573a566e3441d58eb6dbccc6a23f3d,CHL168715
ee15158dcacf49eba7519b42e54e60ac,CHL168707
b267acb5b45741d692ba3168a3364432,CHL162696
473480a27af44663abc4ecae7e0213e3,CHL164988
32fe5b4444564de3903a459cb0139586,CHL166920
cfd1d3f53c1f46339ca407ee1089e80e,CHL166693
1a7b05b24c004b669b0f034d16af415e,CHL153913
8ea3d39176a24559ae66aa67caefb886,CHL166956
47db070c84874809a2a2f90a4951a1ad,CHL130544
0d58593603ba4753a5b9e1fea0518a1e,CHL153935
bd0c802fbaf242f88157ee87bb03ad14,CHL133650
1fc94f069c8440cbb3776d6c21890671,CHL154017
d35fbd7daaa44615b08781837d2aca03,CHL165111
0acd9c5d014c4caf94861ff2f94daee7,CHL171062
7e1e30516a214eb8afc6e9ce2be9d14e,CHL170278
167ae4be7c4f48ee83e56cb94864a259,CHL169595
241b580fafa54a4f94d1251c2b8b61fd,CHL169573
01338793cc034bb78770de4782153da6,CHL171197
f035b6d877cd49f6813d0d161f47ad4b,CHL171045
3027f6ea8c9e4e18a38e99e50493d3a6,CHL169708
4acacf9fb94243d2931c9ca1ac0ece5f,CHL169776
437c7f98f9844f31abf062c10e482f18,CHL162547
fb278f118a594bc889d9c35e7eeea326,CHL171141
e2424d9a5cf342e2ac8477252a5bbc91,CHL171015
3a04869869ae4484a499c75b49caf056,CHL166680
dbd412e7168744ae80ed87470b3ebcfa,CHL171024
f1afaa62b33c41e09b19edfc9a564bc3,CHL169703
34f5dce2ae51462d8b4f018c3d697602,CHL151001
efd84b40ea514039a2265aacc54efeda,CHL171079
5df8df0e908040c09976014ea49fd6b5,CHL171067
3d17942c8bb1462c8df2c40132cfe66b,CHL166714
396df305a6dc409994c2363d34669bb3,CHL159027
efffd0d78f7243bfb8374851d1ffee79,CHL166804
bf8c4c10b133431cb15c1a5852c3d092,CHL168388
6ff47aba702c47c7bbe393876f8aa686,CHL170874
5786e0abf08746e1b9954570354cd074,CHL130713
d3c6652bdfe240baa07d22525a38f1a3,CHL159842
9313921c4e234d39a41aa6400086e6cc,CHL158646
9fa4f26c867744b3bec39511a23fd570,CHL168718
d010c69659aa4068862a79227073bcb3,CHL162498
